Day,Hour,Title,Category,Prompt
9,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Anti-Investor,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
9,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Marketplace,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
9,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Meme,"ด่า delivery platform, tone ตรงไปตรงมา"
9,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,News/Trend,"comment เกาะข่าว, tone เสียดสี"
9,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Branding/CTA,"Call to action, zero-fee branding"
9,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Anti-Investor,"Jibe investor, punchline"
9,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Marketplace,"Compare cost, tone เจ็บแสบ"
9,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Meme,Satire CEO / corporate greed
9,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,News/Trend,"Direct, shareable"
9,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Branding/CTA,"Punchline, zero-fee pride"
9,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Anti-Investor,"Comment เกาะกระแส, tone เสียดสี"
10,0,ค่า fee แม่งสูงเกินมนุษย์!,Marketplace,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
10,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Meme,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
10,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,News/Trend,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
10,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Branding/CTA,"ด่า delivery platform, tone ตรงไปตรงมา"
10,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Anti-Investor,"comment เกาะข่าว, tone เสียดสี"
10,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Marketplace,"Call to action, zero-fee branding"
10,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Meme,"Jibe investor, punchline"
10,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,News/Trend,"Compare cost, tone เจ็บแสบ"
10,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Branding/CTA,Satire CEO / corporate greed
10,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Anti-Investor,"Direct, shareable"
10,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Marketplace,"Punchline, zero-fee pride"
10,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Meme,"Comment เกาะกระแส, tone เสียดสี"
10,12,ค่า fee แม่งสูงเกินมนุษย์!,News/Trend,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
10,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Branding/CTA,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
10,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Anti-Investor,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
10,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Marketplace,"ด่า delivery platform, tone ตรงไปตรงมา"
10,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Meme,"comment เกาะข่าว, tone เสียดสี"
10,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,News/Trend,"Call to action, zero-fee branding"
10,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Branding/CTA,"Jibe investor, punchline"
10,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Anti-Investor,"Compare cost, tone เจ็บแสบ"
10,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Marketplace,Satire CEO / corporate greed
10,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Meme,"Direct, shareable"
10,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,News/Trend,"Punchline, zero-fee pride"
10,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Branding/CTA,"Comment เกาะกระแส, tone เสียดสี"
11,0,ค่า fee แม่งสูงเกินมนุษย์!,Anti-Investor,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
11,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Marketplace,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
11,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Meme,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
11,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,News/Trend,"ด่า delivery platform, tone ตรงไปตรงมา"
11,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Branding/CTA,"comment เกาะข่าว, tone เสียดสี"
11,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Anti-Investor,"Call to action, zero-fee branding"
11,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Marketplace,"Jibe investor, punchline"
11,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Meme,"Compare cost, tone เจ็บแสบ"
11,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,News/Trend,Satire CEO / corporate greed
11,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Branding/CTA,"Direct, shareable"
11,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Anti-Investor,"Punchline, zero-fee pride"
11,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Marketplace,"Comment เกาะกระแส, tone เสียดสี"
11,12,ค่า fee แม่งสูงเกินมนุษย์!,Meme,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
11,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,News/Trend,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
11,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Branding/CTA,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
11,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Anti-Investor,"ด่า delivery platform, tone ตรงไปตรงมา"
11,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Marketplace,"comment เกาะข่าว, tone เสียดสี"
11,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Meme,"Call to action, zero-fee branding"
11,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,News/Trend,"Jibe investor, punchline"
11,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Branding/CTA,"Compare cost, tone เจ็บแสบ"
11,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Anti-Investor,Satire CEO / corporate greed
11,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Marketplace,"Direct, shareable"
11,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Meme,"Punchline, zero-fee pride"
11,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,News/Trend,"Comment เกาะกระแส, tone เสียดสี"
12,0,ค่า fee แม่งสูงเกินมนุษย์!,Branding/CTA,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
12,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Anti-Investor,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
12,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Marketplace,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
12,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Meme,"ด่า delivery platform, tone ตรงไปตรงมา"
12,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,News/Trend,"comment เกาะข่าว, tone เสียดสี"
12,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Branding/CTA,"Call to action, zero-fee branding"
12,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Anti-Investor,"Jibe investor, punchline"
12,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Marketplace,"Compare cost, tone เจ็บแสบ"
12,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Meme,Satire CEO / corporate greed
12,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,News/Trend,"Direct, shareable"
12,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Branding/CTA,"Punchline, zero-fee pride"
12,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Anti-Investor,"Comment เกาะกระแส, tone เสียดสี"
12,12,ค่า fee แม่งสูงเกินมนุษย์!,Marketplace,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
12,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Meme,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
12,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,News/Trend,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
12,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Branding/CTA,"ด่า delivery platform, tone ตรงไปตรงมา"
12,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Anti-Investor,"comment เกาะข่าว, tone เสียดสี"
12,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Marketplace,"Call to action, zero-fee branding"
12,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Meme,"Jibe investor, punchline"
12,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,News/Trend,"Compare cost, tone เจ็บแสบ"
12,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Branding/CTA,Satire CEO / corporate greed
12,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Anti-Investor,"Direct, shareable"
12,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Marketplace,"Punchline, zero-fee pride"
12,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Meme,"Comment เกาะกระแส, tone เสียดสี"
13,0,ค่า fee แม่งสูงเกินมนุษย์!,News/Trend,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
13,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Branding/CTA,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
13,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Anti-Investor,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
13,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Marketplace,"ด่า delivery platform, tone ตรงไปตรงมา"
13,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Meme,"comment เกาะข่าว, tone เสียดสี"
13,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,News/Trend,"Call to action, zero-fee branding"
13,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Branding/CTA,"Jibe investor, punchline"
13,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Anti-Investor,"Compare cost, tone เจ็บแสบ"
13,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Marketplace,Satire CEO / corporate greed
13,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Meme,"Direct, shareable"
13,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,News/Trend,"Punchline, zero-fee pride"
13,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Branding/CTA,"Comment เกาะกระแส, tone เสียดสี"
13,12,ค่า fee แม่งสูงเกินมนุษย์!,Anti-Investor,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
13,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Marketplace,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
13,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Meme,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
13,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,News/Trend,"ด่า delivery platform, tone ตรงไปตรงมา"
13,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Branding/CTA,"comment เกาะข่าว, tone เสียดสี"
13,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Anti-Investor,"Call to action, zero-fee branding"
13,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Marketplace,"Jibe investor, punchline"
13,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Meme,"Compare cost, tone เจ็บแสบ"
13,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,News/Trend,Satire CEO / corporate greed
13,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Branding/CTA,"Direct, shareable"
13,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Anti-Investor,"Punchline, zero-fee pride"
13,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Marketplace,"Comment เกาะกระแส, tone เสียดสี"
14,0,ค่า fee แม่งสูงเกินมนุษย์!,Meme,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
14,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,News/Trend,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
14,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Branding/CTA,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
14,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Anti-Investor,"ด่า delivery platform, tone ตรงไปตรงมา"
14,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Marketplace,"comment เกาะข่าว, tone เสียดสี"
14,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Meme,"Call to action, zero-fee branding"
14,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,News/Trend,"Jibe investor, punchline"
14,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Branding/CTA,"Compare cost, tone เจ็บแสบ"
14,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Anti-Investor,Satire CEO / corporate greed
14,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Marketplace,"Direct, shareable"
14,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Meme,"Punchline, zero-fee pride"
14,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,News/Trend,"Comment เกาะกระแส, tone เสียดสี"
14,12,ค่า fee แม่งสูงเกินมนุษย์!,Branding/CTA,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
14,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Anti-Investor,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
14,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Marketplace,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
14,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Meme,"ด่า delivery platform, tone ตรงไปตรงมา"
14,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,News/Trend,"comment เกาะข่าว, tone เสียดสี"
14,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Branding/CTA,"Call to action, zero-fee branding"
14,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Anti-Investor,"Jibe investor, punchline"
14,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Marketplace,"Compare cost, tone เจ็บแสบ"
14,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Meme,Satire CEO / corporate greed
14,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,News/Trend,"Direct, shareable"
14,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Branding/CTA,"Punchline, zero-fee pride"
14,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Anti-Investor,"Comment เกาะกระแส, tone เสียดสี"
15,0,ค่า fee แม่งสูงเกินมนุษย์!,Marketplace,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
15,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Meme,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
15,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,News/Trend,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
15,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Branding/CTA,"ด่า delivery platform, tone ตรงไปตรงมา"
15,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Anti-Investor,"comment เกาะข่าว, tone เสียดสี"
15,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Marketplace,"Call to action, zero-fee branding"
15,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Meme,"Jibe investor, punchline"
15,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,News/Trend,"Compare cost, tone เจ็บแสบ"
15,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Branding/CTA,Satire CEO / corporate greed
15,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Anti-Investor,"Direct, shareable"
15,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Marketplace,"Punchline, zero-fee pride"
15,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Meme,"Comment เกาะกระแส, tone เสียดสี"
15,12,ค่า fee แม่งสูงเกินมนุษย์!,News/Trend,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
15,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Branding/CTA,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
15,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Anti-Investor,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
15,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Marketplace,"ด่า delivery platform, tone ตรงไปตรงมา"
15,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Meme,"comment เกาะข่าว, tone เสียดสี"
15,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,News/Trend,"Call to action, zero-fee branding"
15,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Branding/CTA,"Jibe investor, punchline"
15,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Anti-Investor,"Compare cost, tone เจ็บแสบ"
15,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Marketplace,Satire CEO / corporate greed
15,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Meme,"Direct, shareable"
15,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,News/Trend,"Punchline, zero-fee pride"
15,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Branding/CTA,"Comment เกาะกระแส, tone เสียดสี"
16,0,ค่า fee แม่งสูงเกินมนุษย์!,Anti-Investor,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
16,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Marketplace,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
16,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Meme,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
16,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,News/Trend,"ด่า delivery platform, tone ตรงไปตรงมา"
16,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Branding/CTA,"comment เกาะข่าว, tone เสียดสี"
16,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Anti-Investor,"Call to action, zero-fee branding"
16,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Marketplace,"Jibe investor, punchline"
16,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Meme,"Compare cost, tone เจ็บแสบ"
16,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,News/Trend,Satire CEO / corporate greed
16,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Branding/CTA,"Direct, shareable"
16,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Anti-Investor,"Punchline, zero-fee pride"
16,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Marketplace,"Comment เกาะกระแส, tone เสียดสี"
16,12,ค่า fee แม่งสูงเกินมนุษย์!,Meme,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
16,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,News/Trend,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
16,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Branding/CTA,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
16,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Anti-Investor,"ด่า delivery platform, tone ตรงไปตรงมา"
16,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Marketplace,"comment เกาะข่าว, tone เสียดสี"
16,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Meme,"Call to action, zero-fee branding"
16,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,News/Trend,"Jibe investor, punchline"
16,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Branding/CTA,"Compare cost, tone เจ็บแสบ"
16,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Anti-Investor,Satire CEO / corporate greed
16,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Marketplace,"Direct, shareable"
16,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Meme,"Punchline, zero-fee pride"
16,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,News/Trend,"Comment เกาะกระแส, tone เสียดสี"
17,0,ค่า fee แม่งสูงเกินมนุษย์!,Branding/CTA,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
17,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Anti-Investor,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
17,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Marketplace,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
17,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Meme,"ด่า delivery platform, tone ตรงไปตรงมา"
17,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,News/Trend,"comment เกาะข่าว, tone เสียดสี"
17,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Branding/CTA,"Call to action, zero-fee branding"
17,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Anti-Investor,"Jibe investor, punchline"
17,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Marketplace,"Compare cost, tone เจ็บแสบ"
17,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Meme,Satire CEO / corporate greed
17,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,News/Trend,"Direct, shareable"
17,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Branding/CTA,"Punchline, zero-fee pride"
17,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Anti-Investor,"Comment เกาะกระแส, tone เสียดสี"
17,12,ค่า fee แม่งสูงเกินมนุษย์!,Marketplace,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
17,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Meme,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
17,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,News/Trend,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
17,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Branding/CTA,"ด่า delivery platform, tone ตรงไปตรงมา"
17,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Anti-Investor,"comment เกาะข่าว, tone เสียดสี"
17,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Marketplace,"Call to action, zero-fee branding"
17,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Meme,"Jibe investor, punchline"
17,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,News/Trend,"Compare cost, tone เจ็บแสบ"
17,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Branding/CTA,Satire CEO / corporate greed
17,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Anti-Investor,"Direct, shareable"
17,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Marketplace,"Punchline, zero-fee pride"
17,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Meme,"Comment เกาะกระแส, tone เสียดสี"
18,0,ค่า fee แม่งสูงเกินมนุษย์!,News/Trend,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
18,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Branding/CTA,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
18,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Anti-Investor,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
